5376,remdesivir
5385,isatuximab
4923,nivolumab
2994,glucagon
5367,trastuzumab deruxtecan
5301,baloxavir marboxil
1225,fluticasone propionate
5400,remimazolam
5393,selpercatinib
2638,thiotepa
5390,pemigatinib
5407,risdiplam
5439,vericiguat
5430,berotralstat
5409,satralizumab
5432,relugolix
5326,siponimod
5363,brolucizumab
1426,imipenem
5354,givosiran
5334,darolutamide
5384,osilodrostat
5179,brodalumab
5186,bezlotoxumab
5221,avelumab
5222,niraparib
5224,dupilumab
5225,sodium zirconium cyclosilicate
5243,glecaprevir
5244,pibrentasvir
5246,guselkumab
5262,letermovir
5263,benralizumab
5267,semaglutide
5268,emicizumab
5274,bictegravir
5275,lutetium (177Lu) oxodotreotide
5290,binimetinib
5259,abemaciclib
1539,lamivudine
5014,brexpiprazole
4979,trastuzumab
5282,burosumab
5264,vestronidase alfa
5173,vonicog alfa
5233,brigatinib
5234,durvalumab
3317,lenalidomide
4113,prasugrel
5295,doravirine
5284,erenumab
5281,tildrakizumab
5315,fremanezumab
4337,ambrisentan
5278,apalutamide
5059,lusutrombopag
5322,ravulizumab
5297,dacomitinib
5333,polatuzumab vedotin
5337,risankizumab
5302,lorlatinib
2044,paclitaxel
391,bortezomib
5306,gilteritinib
5305,larotrectinib
25,azacitidine
3483,posaconazole
5346,upadacitinib
5127,arcitumomab
5061,mepolizumab
5063,daratumumab
5237,sarilumab
5207,nusinersen
5230,cerliponase alfa
5247,inotuzumab ozogamicin
5133,venetoclax
5202,baricitinib
4937,alectinib
4941,palbociclib
5067,ixazomib
5071,necitumumab
4948,dinutuximab
4715,cabozantinib
4951,ofatumumab
5072,elotuzumab
5110,migalastat
5143,opicapone
5083,ixekizumab
4514,teriparatide
5092,defibrotide
5062,osimertinib
5012,sacubitril
4915,blinatumomab
4815,lixisenatide
4310,lacosamide
5016,alirocumab
4924,pembrolizumab
4186,icatibant
4897,edoxaban
4990,trastuzumab emtansine
4987,filgrastim
4981,insulin aspart
1003,emtricitabine
4996,romiplostim
5000,evolocumab
4801,dabrafenib
2046,palonosetron
242,aripiprazole
4164,liraglutide
4904,adalimumab
4978,etanercept
4982,vedolizumab
4983,obinutuzumab
4972,omalizumab
4718,teduglutide
4944,tenofovir alafenamide
4192,tafamidis
4866,ceritinib
4110,tolvaptan
3312,ivabradine
2352,raltegravir
4224,pirfenidone
4633,trabectedin
4949,belimumab
4304,dapagliflozin
1118,everolimus
4952,canakinumab
4954,cetuximab
4956,bevacizumab
4957,pertuzumab
4958,ipilimumab
4960,insulin degludec
4916,aflibercept
4942,lenvatinib
4873,tedizolid phosphate
4966,ustekinumab
4968,certolizumab pegol
4969,eculizumab
4971,ranibizumab
4143,darunavir
4974,infliximab
4975,rituximab
4921,safinamide
4933,tocilizumab
4917,ramucirumab
4810,ibrutinib
4830,empagliflozin
4907,olaparib
4903,nintedanib
4829,apremilast
2872,zonisamide
5499,efgartigimod alfa
5455,casirivimab
5456,imdevimab
4182,rivaroxaban
2446,sirolimus
4322,azilsartan medoxomil
5504,abrocitinib
5494,avacopan
2806,valsartan
5520,nirmatrelvir
5461,sotorasib
1239,formoterol
4302,glycopyrronium bromide
419,budesonide
5138,glucarpidase
2391,ritonavir
5474,anifrolumab
